"","site_location_name","Grass","Shrub","Tree","Other","vegetation_type"
"29","NSABHC0023",12.970297029703,4.95049504950495,0,0.099009900990099,"Grass"
"30","NSABHC0024",19.2079207920792,2.97029702970297,0,0,"Grass"
"31","NSABHC0025",21.4851485148515,1.78217821782178,0,0,"Grass"
"32","NSABHC0026",22.4752475247525,7.22772277227723,0,0,"Grass"
"33","NSABHC0028",2.97029702970297,5.94059405940594,9.8019801980198,0,"Tree"
"34","NSABHC0029",8.61386138613861,2.07920792079208,68.019801980198,0,"Tree"
"35","NSACHC0001",0.99009900990099,5.34653465346535,0,0,"Shrub"
"36","NSACHC0002",2.07920792079208,10.1980198019802,14.9504950495049,0,"Tree"
"37","NSACHC0003",1.08910891089109,6.33663366336634,15.7425742574257,0,"Tree"
"38","NSACHC0004",0.594059405940594,23.1683168316832,0.891089108910891,0,"Shrub"
"39","NSACOP0001",1.18811881188119,0,12.1782178217822,0,"Tree"
"40","NSACOP0002",0.297029702970297,0.396039603960396,30.0990099009901,0,"Tree"
"41","NSAMDD0001",37.6237623762376,9.10891089108911,0,0.198019801980198,"Grass"
"42","NSAMDD0002",17.6237623762376,2.77227722772277,42.6732673267327,0,"Tree"
"43","NSAMDD0003",5.04950495049505,50.990099009901,0.792079207920792,0,"Shrub"
"44","NSAMDD0004",12.3762376237624,18.4158415841584,10.5940594059406,0,"Shrub"
"45","NSAMDD0005",3.96039603960396,5.34653465346535,24.6534653465347,0,"Tree"
"46","NSAMDD0006",1.38613861386139,29.1089108910891,11.7821782178218,0.099009900990099,"Shrub"
"47","NSAMDD0007",8.81188118811881,22.2772277227723,13.6633663366337,0,"Shrub"
"48","NSAMDD0008",0.792079207920792,28.9108910891089,2.87128712871287,0,"Shrub"
"49","NSAMDD0009",0,3.66336633663366,29.9009900990099,0.693069306930693,"Tree"
"50","NSAMDD0010",33.4653465346535,22.7722772277228,0.297029702970297,0,"Grass"
"51","NSAMDD0011",11.6831683168317,1.38613861386139,15.049504950495,0,"Tree"
"52","NSAMDD0012",0,7.52475247524752,0,0,"Shrub"
"53","NSAMDD0013",10,12.2772277227723,11.4851485148515,0,"Shrub"
"54","NSAMDD0014",32.4752475247525,2.47524752475248,23.7623762376238,0,"Grass"
"55","NSAMDD0015",0.099009900990099,7.02970297029703,24.6534653465347,0,"Tree"
"56","NSAMDD0016",27.3267326732673,10.7920792079208,0,0,"Grass"
"57","NSAMDD0017",2.97029702970297,8.21782178217822,22.6732673267327,0.099009900990099,"Tree"
"58","NSAMDD0018",1.68316831683168,22.6732673267327,29.9009900990099,0.297029702970297,"Tree"
"59","NSAMDD0019",33.6633663366337,0.297029702970297,0.99009900990099,0,"Grass"
"60","NSAMDD0020",11.1881188118812,4.15841584158416,25.9405940594059,0,"Tree"
"61","NSAMDD0021",16.5346534653465,3.96039603960396,10.5940594059406,0,"Grass"
"62","NSAMDD0022",1.6260162601626,47.5609756097561,17.5813008130081,0.101626016260163,"Shrub"
"63","NSAMDD0023",19.6039603960396,9.30693069306931,12.970297029703,0.099009900990099,"Grass"
"64","NSAMDD0024",12.0792079207921,23.8613861386139,0.99009900990099,0,"Shrub"
"65","NSAMDD0025",9.30693069306931,2.67326732673267,16.039603960396,0,"Tree"
"66","NSAMDD0026",16.4356435643564,7.52475247524752,0,0,"Grass"
"67","NSAMDD0027",0.792079207920792,2.97029702970297,29.1089108910891,0.495049504950495,"Tree"
"68","NSAMDD0028",1.88118811881188,25.9405940594059,0,0,"Shrub"
"69","NSAMDD0029",11.7821782178218,15.6435643564356,0,0,"Shrub"
"70","NSAMDD0030",3.26732673267327,10.6930693069307,18.019801980198,0,"Tree"
"71","NSAMDD0031",0.594059405940594,22.8712871287129,11.6831683168317,0,"Shrub"
"72","NSAMDD0032",5.64356435643564,3.66336633663366,31.4851485148515,0,"Tree"
"73","NSAMUL0001",0.099009900990099,24.0594059405941,0.297029702970297,0,"Shrub"
"74","NSAMUL0002",2.77227722772277,17.1287128712871,19.2079207920792,0,"Tree"
"75","NSAMUL0003",0.594059405940594,7.32673267326733,16.3366336633663,1.78217821782178,"Tree"
"76","NSAMUL0004",0.495049504950495,0.495049504950495,40.8910891089109,0.099009900990099,"Tree"
"77","NSANAN0001",36.8316831683168,7.72277227722772,61.8811881188119,0,"Tree"
"78","NSANAN0002",5.44554455445545,2.87128712871287,46.8316831683168,0,"Tree"
"79","NSANET0001",9.9009900990099,19.2079207920792,44.7524752475248,0,"Tree"
"80","NSANSS0001",33.1683168316832,2.67326732673267,58.4158415841584,0.198019801980198,"Tree"
"81","NSANSS0002",6.03960396039604,3.26732673267327,57.9207920792079,0,"Tree"
"82","NSTNSS0001",5.55555555555556,6.48148148148148,50.9259259259259,0,"Tree"
"83","NSTSYB0001",24.5544554455446,61.5841584158416,38.9108910891089,0.297029702970297,"Shrub"
"84","NSTSYB0002",18.1188118811881,61.2871287128713,64.4554455445545,0.891089108910891,"Tree"
"85","NSTSYB0003",14.7524752475248,57.7227722772277,57.1287128712871,0.099009900990099,"Shrub"
"86","NSTSYB0004",20.0990099009901,50.6930693069307,71.2871287128713,0.891089108910891,"Tree"
"87","NSTSYB0005",32.3762376237624,45.9405940594059,49.2079207920792,0.495049504950495,"Tree"
"88","NSTSYB0006",6.83168316831683,36.1386138613861,55.2475247524753,4.25742574257426,"Tree"
"89","NSTSYB0007",45.7425742574257,21.1881188118812,56.2376237623762,0.297029702970297,"Tree"
"90","NSTSYB0008",28.1188118811881,2.97029702970297,55.3465346534654,0,"Tree"
"91","NSTSYB0009",40.0990099009901,50.4950495049505,26.7326732673267,0.396039603960396,"Shrub"
"92","NTAARP0001",35.9405940594059,7.32673267326733,44.7524752475248,0,"Tree"
"93","NTAARP0002",31.0891089108911,6.63366336633663,23.6633663366337,0,"Grass"
"94","NTAARP0003",8.01980198019802,4.05940594059406,19.4059405940594,0.099009900990099,"Tree"
"95","NTAARP0004",37.7227722772277,19.4554455445545,26.6831683168317,0,"Grass"
"96","NTAARP0005",36.4851485148515,25.5445544554455,40.4455445544554,0,"Tree"
"97","NTABRT0001",23.3663366336634,27.1287128712871,8.36633663366337,0.0495049504950495,"Shrub"
"98","NTABRT0002",21.3366336633663,34.1089108910891,11.980198019802,0.346534653465347,"Shrub"
"99","NTABRT0003",32.1782178217822,20.0990099009901,11.1881188118812,0.099009900990099,"Grass"
"100","NTABRT0004",22.4364383911136,29.7182290082328,0,0,"Shrub"
"101","NTABRT0005",35.990099009901,1.73267326732673,1.13861386138614,0,"Grass"
"102","NTABRT0006",27.4257425742574,32.7227722772277,1.03960396039604,0,"Shrub"
"103","NTABRT0007",36.3366336633663,0.99009900990099,0.297029702970297,0,"Grass"
"104","NTABRT0008",10.6930693069307,17.1287128712871,0,0,"Shrub"
"105","NTADAC0001",78.6138613861386,21.4851485148515,29.8019801980198,0,"Grass"
"106","NTADAC0002",38.7128712871287,24.0594059405941,26.6336633663366,0,"Grass"
"107","NTADMR0001",22.0792079207921,4.75247524752475,0.099009900990099,0,"Grass"
"108","NTADMR0002",24.950495049505,2.87128712871287,0.396039603960396,0,"Grass"
"109","NTAFIN0001",15.6765676567657,1.84818481848185,0.165016501650165,0,"Grass"
"110","NTAFIN0002",41.1209719195019,14.9113341738912,13.511316580819,0.0329055610398157,"Grass"
"111","NTAFIN0003",10.3300330033003,4.15841584158416,13.3333333333333,0,"Tree"
"112","NTAFIN0004",15.4455445544554,35.6435643564356,6.10561056105611,0.396039603960396,"Shrub"
"113","NTAFIN0005",13.6834695374299,10.8332023678558,2.70666352349521,0,"Grass"
"114","NTAFIN0006",12.046204620462,1.71617161716172,0.165016501650165,0,"Grass"
"115","NTAFIN0007",10.6930693069307,3.76237623762376,0.099009900990099,0,"Grass"
"116","NTAFIN0008",30.0990099009901,2.64026402640264,0,0,"Grass"
"117","NTAFIN0009",11.023102310231,14.4224422442244,2.70627062706271,0,"Shrub"
"118","NTAFIN0010",17.5907590759076,5.57755775577558,0.099009900990099,0,"Grass"
"119","NTAFIN0011",28.3752170397763,16.842220366615,1.26293954696674,0,"Grass"
"120","NTAFIN0012",40.8910891089109,6.33663366336634,0,0,"Grass"
"121","NTAFIN0013",8.41584158415842,10.0990099009901,24.0594059405941,0,"Tree"
"122","NTAFIN0014",37.2277227722772,2.47524752475248,6.73267326732673,0.099009900990099,"Grass"
"123","NTAFIN0015",13.4653465346535,3.06930693069307,31.0891089108911,0,"Tree"
"124","NTAFIN0016",26.039603960396,4.05940594059406,0,0,"Grass"
"125","NTAFIN0017",23.4653465346535,0,12.1782178217822,0,"Grass"
"126","NTAFIN0018",9.9009900990099,23.8613861386139,0.099009900990099,0,"Shrub"
"127","NTAFIN0019",43.3663366336634,3.96039603960396,11.1881188118812,0.099009900990099,"Grass"
"128","NTAFIN0020",45.3465346534653,0.198019801980198,7.42574257425743,0,"Grass"
"129","NTAFIN0021",7.82178217821782,4.35643564356436,0,0,"Grass"
"130","NTAFIN0022",10.4950495049505,16.7326732673267,0,0,"Shrub"
"131","NTAFIN0023",28.8118811881188,5.64356435643564,10.0990099009901,0.297029702970297,"Grass"
"132","NTAFIN0024",1.38613861386139,11.980198019802,12.8712871287129,0,"Tree"
"133","NTAFIN0025",22.2772277227723,13.960396039604,0,0,"Grass"
"134","NTAFIN0026",32.1782178217822,20.2970297029703,0.198019801980198,0,"Grass"
"135","NTAFIN0027",42.5742574257426,0.693069306930693,0,0,"Grass"
"136","NTAFIN0028",7.32673267326733,7.52475247524752,0,0,"Shrub"
"137","NTAFIN0029",20.990099009901,2.47524752475248,0,0,"Grass"
"138","NTAFIN0030",11.8811881188119,41.5841584158416,0,0,"Shrub"
"139","NTAFIN0031",4.45544554455445,13.3663366336634,0,0,"Shrub"
"140","NTAFIN0032",27.1287128712871,22.970297029703,0,0,"Grass"
"141","NTAFIN0033",27.6237623762376,13.3663366336634,2.67326732673267,0,"Grass"
"142","NTAGFU0001",42.0792079207921,9.6039603960396,6.63366336633663,0,"Grass"
"143","NTAGFU0002",40.3960396039604,2.37623762376238,9.40594059405941,0,"Grass"
"144","NTAGFU0003",27.3267326732673,0.495049504950495,24.2574257425743,0,"Grass"
"145","NTAGFU0004",27.2277227722772,2.67326732673267,0.396039603960396,0,"Grass"
"146","NTAGFU0005",40.990099009901,17.8217821782178,13.960396039604,0,"Grass"
"147","NTAGFU0006",70.990099009901,2.77227722772277,6.33663366336634,0,"Grass"
"148","NTAGFU0007",41.1881188118812,4.35643564356436,0,0,"Grass"
"149","NTAGFU0008",35.7425742574257,0.198019801980198,1.88118811881188,0,"Grass"
"150","NTAGFU0009",35.4455445544554,8.81188118811881,12.8712871287129,0,"Grass"
"151","NTAGFU0010",41.3861386138614,0,18.8118811881188,0.198019801980198,"Grass"
"152","NTAGFU0011",52.0792079207921,14.5544554455446,8.61386138613861,0,"Grass"
"153","NTAGFU0012",36.6336633663366,2.37623762376238,17.9207920792079,0,"Grass"
"154","NTAGFU0013",49.9009900990099,25.2475247524752,2.17821782178218,0,"Grass"
"155","NTAGFU0014",24.4554455445545,1.68316831683168,13.1683168316832,0,"Grass"
"156","NTAGFU0015",48.2178217821782,10.1980198019802,8.91089108910891,0,"Grass"
"157","NTAGFU0016",42.814667988107,19.4251734390486,0.792864222001982,0,"Grass"
"158","NTAGFU0017",51.980198019802,30.7920792079208,4.55445544554455,0,"Grass"
"159","NTAGFU0018",28.8118811881188,0.099009900990099,37.7227722772277,0,"Tree"
"160","NTAGFU0019",46.3366336633663,9.8019801980198,11.5841584158416,0,"Grass"
"161","NTAGFU0020",60.5940594059406,35.4455445544554,0.891089108910891,0,"Grass"
"162","NTAGFU0021",36.4356435643564,24.4554455445545,6.13861386138614,0,"Grass"
"163","NTAGFU0022",39.4059405940594,0.198019801980198,13.3663366336634,0,"Grass"
"164","NTAGFU0023",29.8019801980198,44.4554455445545,0.891089108910891,0,"Shrub"
"165","NTAGFU0024",36.4356435643564,13.6633663366337,4.55445544554455,0,"Grass"
"166","NTAGFU0025",51.5841584158416,54.3564356435644,0.495049504950495,0,"Shrub"
"167","NTAGFU0026",59.2079207920792,3.16831683168317,17.1287128712871,0,"Grass"
"168","NTAGFU0027",41.4851485148515,18.019801980198,8.01980198019802,0,"Grass"
"169","NTAGFU0028",38.8118811881188,9.5049504950495,13.2673267326733,0,"Grass"
"170","NTAGFU0029",60.4950495049505,2.47524752475248,12.4752475247525,0,"Grass"
"171","NTAGFU0030",30.2970297029703,2.97029702970297,48.8118811881188,0.198019801980198,"Tree"
"172","NTAGFU0031",31.0891089108911,29.6039603960396,1.98019801980198,0,"Grass"
"173","NTAGFU0032",35.8415841584158,16.7326732673267,0.198019801980198,0,"Grass"
"174","NTAGFU0033",6.43564356435644,3.56435643564356,68.8118811881188,0,"Tree"
"175","NTAGFU0034",13.1683168316832,16.8316831683168,20.2970297029703,0,"Tree"
"176","NTAGFU0035",23.6633663366337,5.44554455445545,18.4158415841584,0,"Grass"
"177","NTAGFU0036",19.1089108910891,2.37623762376238,41.1881188118812,0.099009900990099,"Tree"
"178","NTAGFU0037",48.019801980198,15.049504950495,17.8217821782178,0,"Grass"
"179","NTAGFU0038",22.1782178217822,3.76237623762376,49.9009900990099,0,"Tree"
"180","NTAGFU0039",67.8217821782178,5.64356435643564,10.5940594059406,0,"Grass"
"181","NTAGFU0040",34.7524752475247,42.5742574257426,24.3564356435644,0,"Shrub"
"182","NTAGFU0041",63.0693069306931,6.23762376237624,23.6633663366337,0,"Grass"
"183","NTAMAC0001",28.019801980198,13.2673267326733,1.38613861386139,0,"Grass"
"184","NTAMAC0002",8.81188118811881,1.18811881188119,18.9108910891089,0,"Tree"
"185","NTAMAC0003",41.3247622660906,3.35189514007025,1.17490117367732,0.123609394313968,"Grass"
"186","NTAMGD0001",24.0594059405941,13.0693069306931,14.7524752475248,0,"Grass"
"187","NTAMGD0002",33.7623762376238,0.495049504950495,0,0,"Grass"
"188","NTAMGD0003",31.7821782178218,8.11881188118812,8.01980198019802,0,"Grass"
"189","NTAMGD0004",44.2574257425743,4.75247524752475,3.66336633663366,0,"Grass"
"190","NTAMGD0005",31.2871287128713,24.0594059405941,6.33663366336634,0,"Grass"
"191","NTAPCK0001",40.2970297029703,35.2475247524752,25.9405940594059,0,"Grass"
"192","NTAPCK0002",42.0792079207921,12.1782178217822,25.1485148514851,0,"Grass"
"193","NTAPCK0003",58.7128712871287,19.7029702970297,41.5841584158416,0,"Grass"
"194","NTAPCK0004",59.8514851485149,15.049504950495,31.039603960396,0,"Grass"
"195","NTAPCK0005",4.15841584158416,5.64356435643564,17.6237623762376,0,"Tree"
"196","NTAPCK0006",64.5049504950495,15.2970297029703,9.50495049504951,0,"Grass"
"197","NTAPCK0007",59.3069306930693,17.9207920792079,31.7821782178218,0,"Grass"
"198","NTAPCK1009",56.9306930693069,21.7821782178218,14.8514851485149,0,"Grass"
"199","NTAPCK1010",32.970297029703,28.4158415841584,28.3168316831683,0,"Grass"
"200","NTAPCK1011",37.6237623762376,15.7425742574257,34.7524752475247,0,"Grass"
"201","NTAPCK1012",35.4455445544554,19.3069306930693,44.1584158415842,0,"Tree"
"202","NTAPCK2013",46.4356435643564,20.990099009901,41.980198019802,0,"Grass"
"203","NTAPCK2014",55.6435643564356,15.5445544554455,30.3960396039604,0,"Grass"
"204","NTASSD0001",34.0637450199203,13.7450199203187,0,0,"Grass"
"205","NTASSD0003",20.812685827552,13.7760158572844,0,0,"Grass"
"206","NTASSD0004",16.9306930693069,16.8316831683168,0,0,"Grass"
"207","NTASSD0005",16.9306930693069,4.25742574257426,0,0,"Grass"
"208","NTASSD0006",15.5445544554455,0.99009900990099,0,0,"Grass"
"209","NTASSD0007",20.2970297029703,1.58415841584158,0,0,"Grass"
"210","NTASSD0008",16.2376237623762,7.72277227722772,0,0,"Grass"
"211","NTASSD0009",19.1089108910891,3.86138613861386,0,0,"Grass"
"212","NTASSD0010",20.3171456888008,2.67591674925669,0,0,"Grass"
"213","NTASSD0011",1.28712871287129,0.099009900990099,0,0,"Grass"
"214","NTASSD0012",6.73267326732673,0.198019801980198,0,0,"Grass"
"215","NTASSD0013",0.99009900990099,1.18811881188119,0,0,"Shrub"
"216","NTASSD0014",5.04950495049505,3.46534653465347,0,0,"Grass"
"217","NTASSD0015",7.52475247524752,5.34653465346535,1.28712871287129,0,"Grass"
"218","NTASSD0016",1.78217821782178,1.68316831683168,0,0,"Grass"
"219","NTASSD0017",2.07920792079208,8.11881188118812,0,0,"Shrub"
"220","NTASSD0018",5.84158415841584,0,0,0,"Grass"
"221","NTASSD0019",2.17821782178218,5.44554455445545,1.38613861386139,0,"Shrub"
"222","NTASTU0001",17.4257425742574,1.98019801980198,14.1584158415842,0,"Grass"
"223","NTASTU0002",34.950495049505,2.87128712871287,19.9009900990099,0,"Grass"
"224","NTASTU0003",56.3366336633663,5.34653465346535,18.019801980198,0,"Grass"
"225","NTASTU0004",63.960396039604,10.2970297029703,19.5049504950495,0,"Grass"
"226","NTASTU0005",35.9405940594059,9.5049504950495,21.4851485148515,0,"Grass"
"227","NTATAN0001",17.7227722772277,34.3564356435644,0.99009900990099,0,"Shrub"
"228","NTATAN0002",27.1287128712871,29.9009900990099,1.18811881188119,0,"Shrub"
"229","NTATAN0003",28.9108910891089,5.04950495049505,0.792079207920792,0,"Grass"
"230","NTATAN0004",24.8514851485149,1.88118811881188,0.792079207920792,0,"Grass"
"231","NTTDAB0001",17.9207920792079,27.1287128712871,31.6831683168317,0,"Tree"
"232","NTTDAC0001",45.4455445544554,22.0792079207921,37.7227722772277,0,"Grass"
"233","NTTDMR0001",36.3366336633663,16.1386138613861,3.86138613861386,0,"Grass"
"234","NTTDMR0002",43.8613861386139,3.76237623762376,7.12871287128713,0,"Grass"
"235","NTTDMR0003",46.4356435643564,5.14851485148515,4.45544554455445,0,"Grass"
"236","NTTMGD0001",41.8316831683168,2.97029702970297,9.9009900990099,0,"Grass"
"237","NTTPCK0001",50.3960396039604,23.5643564356436,46.9306930693069,0,"Grass"
"238","NTTSTU0001",38.4158415841584,5.34653465346535,50,0.594059405940594,"Tree"
"239","QDABBN0001",12.5742574257426,38.7128712871287,33.8613861386139,14.6534653465347,"Shrub"
"240","QDABBN0002",16.6336633663366,11.4851485148515,42.7722772277228,0.198019801980198,"Tree"
"241","QDABBS0001",83.1683168316832,1.28712871287129,0,0,"Grass"
"242","QDABBS0002",52.6732673267327,10.1980198019802,0,0,"Grass"
"243","QDABBS0003",38.1188118811881,18.7128712871287,53.0693069306931,0.495049504950495,"Tree"
"244","QDABBS0004",48.6138613861386,7.82178217821782,29.009900990099,0,"Grass"
"245","QDABBS0005",39.5049504950495,4.05940594059406,31.1881188118812,0.099009900990099,"Grass"
"246","QDABBS0006",58.4158415841584,1.28712871287129,21.5841584158416,0,"Grass"
"247","QDABBS0007",32.6732673267327,6.63366336633663,14.6534653465347,0,"Grass"
"248","QDABBS0008",66.3366336633663,16.2376237623762,9.00990099009901,0,"Grass"
"249","QDABBS0009",42.3762376237624,14.3564356435644,39.009900990099,0.099009900990099,"Grass"
"250","QDABBS0010",43.0693069306931,59.009900990099,39.009900990099,0.396039603960396,"Shrub"
"251","QDACHC0001",2.07920792079208,2.27722772277228,7.52475247524752,0,"Tree"
"252","QDACHC0002",0.198019801980198,8.51485148514852,10.8910891089109,0.198019801980198,"Tree"
"253","QDACHC0003",5.34653465346535,2.37623762376238,10.5940594059406,0,"Tree"
"254","QDACHC0004",13.9658848614072,3.62473347547974,7.56929637526652,0,"Grass"
"255","QDACHC0005",7.22772277227723,0.792079207920792,0.99009900990099,0,"Grass"
"256","QDACHC0006",9.8019801980198,4.15841584158416,0,0,"Grass"
"257","QDACHC0007",7.22772277227723,4.15841584158416,0,0,"Grass"
"258","QDACYP0001",2.97029702970297,62.970297029703,0.495049504950495,4.45544554455445,"Shrub"
"259","QDACYP0002",26.3366336633663,56.2376237623762,1.28712871287129,0.198019801980198,"Shrub"
"260","QDACYP0003",37.4257425742574,74.1584158415842,0.693069306930693,4.95049504950495,"Shrub"
"261","QDACYP0004",44.2574257425743,10.1980198019802,26.039603960396,0.099009900990099,"Grass"
"262","QDACYP0005",56.1386138613861,9.30693069306931,28.4158415841584,0,"Grass"
"263","QDACYP0006",53.3663366336634,11.8811881188119,27.4257425742574,0,"Grass"
"264","QDACYP0007",63.1683168316832,16.6336633663366,41.6831683168317,1.48514851485149,"Grass"
"265","QDACYP0008",27.9207920792079,24.5544554455446,30,0,"Tree"
"266","QDACYP0009",61.4851485148515,6.53465346534654,32.7722772277228,0.594059405940594,"Grass"
"267","QDACYP0010",88.3168316831683,6.73267326732673,0.198019801980198,0,"Grass"
"268","QDACYP0011",63.2673267326733,6.03960396039604,30.4950495049505,0.198019801980198,"Grass"
"269","QDACYP0012",6.27062706270627,62.3762376237624,79.8679867986799,0.33003300330033,"Tree"
"270","QDACYP0013",60.7920792079208,5.94059405940594,31.4851485148515,0,"Grass"
"271","QDACYP0014",64.3564356435644,5.24752475247525,35.6435643564356,0,"Grass"
"272","QDACYP0015",56.1386138613861,0.396039603960396,24.7524752475248,0,"Grass"
"273","QDACYP0016",31.3861386138614,34.3564356435644,55.3465346534654,0,"Tree"
"274","QDACYP0017",31.8811881188119,52.6732673267327,21.8811881188119,0.099009900990099,"Shrub"
"275","QDACYP0018",22.1782178217822,44.2574257425743,34.1584158415842,0,"Shrub"
"276","QDACYP0019",45.5445544554455,37.5247524752475,5.14851485148515,0.495049504950495,"Grass"
"277","QDACYP0020",18.7128712871287,33.2673267326733,39.3069306930693,0,"Tree"
"278","QDACYP0021",32.7037773359841,18.389662027833,48.6083499005964,0,"Tree"
"279","QDACYP0022",52.970297029703,7.12871287128713,37.4257425742574,0,"Grass"
"280","QDACYP0023",55.7425742574257,9.6039603960396,41.6831683168317,0,"Grass"
"281","QDACYP0024",48.019801980198,7.72277227722772,48.4158415841584,0.099009900990099,"Tree"
"282","QDADEU0001",70.2970297029703,2.17821782178218,4.45544554455445,0,"Grass"
"283","QDAEIU0001",56.5346534653465,0.396039603960396,0,0,"Grass"
"284","QDAEIU0002",49.7029702970297,0.396039603960396,7.62376237623762,0,"Grass"
"285","QDAEIU0003",50,0.533049040511727,4.58422174840085,0,"Grass"
"286","QDAEIU0004",77.3267326732673,0.198019801980198,10.2970297029703,0,"Grass"
"287","QDAEIU0005",6.23762376237624,0,0.297029702970297,0,"Grass"
"288","QDAEIU0006",22.7722772277228,5.54455445544555,40.0990099009901,0,"Tree"
"289","QDAEIU0007",20.4950495049505,6.83168316831683,39.7029702970297,0,"Tree"
"290","QDAEIU0008",41.2121212121212,33.1313131313131,6.26262626262626,0,"Grass"
"291","QDAEIU0009",76.2376237623762,6.73267326732673,3.46534653465347,0,"Grass"
"292","QDAEIU0010",36.4717542120912,19.2269573835481,27.9484638255699,0,"Grass"
"293","QDAGUP0001",16.2376237623762,21.1881188118812,11.8811881188119,0.099009900990099,"Shrub"
"294","QDAGUP0002",10.1980198019802,7.42574257425743,16.2376237623762,0.099009900990099,"Tree"
"295","QDAGUP0003",8.31683168316832,10.2970297029703,18.1188118811881,0,"Tree"
"296","QDAGUP0004",2.87128712871287,5.44554455445545,13.3663366336634,0,"Tree"
"297","QDAGUP0005",0.297029702970297,19.4059405940594,24.3564356435644,0,"Tree"
"298","QDAGUP0006",0.198019801980198,11.3861386138614,12.1782178217822,0,"Tree"
"299","QDAGUP0007",42.4752475247525,0.198019801980198,0,0,"Grass"
"300","QDAGUP0008",19.4059405940594,16.9306930693069,12.3762376237624,0,"Grass"
"301","QDAGUP0009",47.4257425742574,0.396039603960396,0.396039603960396,0,"Grass"
"302","QDAGUP0010",6.13861386138614,19.7029702970297,3.06930693069307,0,"Shrub"
"303","QDAGUP0011",23.0693069306931,13.8613861386139,19.1089108910891,0,"Grass"
"304","QDAGUP0012",21.8811881188119,2.27722772277228,2.57425742574257,0,"Grass"
"305","QDAGUP0013",24.3564356435644,0.198019801980198,0.198019801980198,0,"Grass"
"306","QDAGUP0014",47.5247524752475,0,0,0,"Grass"
"307","QDAGUP0015",62.5742574257426,0.99009900990099,0,0,"Grass"
"308","QDAGUP0016",44.4554455445545,3.36633663366337,9.00990099009901,0,"Grass"
"309","QDAGUP0017",40.7920792079208,6.03960396039604,0,1.28712871287129,"Grass"
"310","QDAGUP0018",31.2871287128713,6.83168316831683,21.2871287128713,0,"Grass"
"311","QDAGUP0019",18.9108910891089,10.5940594059406,0,0,"Grass"
"312","QDAGUP0020",48.2178217821782,9.20792079207921,0,0,"Grass"
"313","QDAGUP0021",4.45544554455445,17.4257425742574,18.8118811881188,0.198019801980198,"Tree"
"314","QDAGUP0022",22.0792079207921,14.6534653465347,0,0,"Grass"
"315","QDAGUP0023",58.2178217821782,0,0,0,"Grass"
"316","QDAGUP0024",10.0990099009901,9.30693069306931,0,0,"Grass"
"317","QDAGUP0025",27.8217821782178,10.1980198019802,13.5643564356436,0,"Grass"
"318","QDAGUP0026",40.1287553648069,6.65236051502146,4.82832618025751,0.107296137339056,"Grass"
"319","QDAGUP0027",0.594059405940594,10.7920792079208,47.7227722772277,0.099009900990099,"Tree"
"320","QDAGUP0028",2.07920792079208,25.4455445544554,25.6435643564356,0,"Tree"
"321","QDAGUP0029",18.5148514851485,8.11881188118812,2.37623762376238,0,"Grass"
"322","QDAGUP0030",21.0891089108911,7.32673267326733,7.42574257425743,0,"Grass"
"323","QDAGUP0031",20.1980198019802,4.25742574257426,8.81188118811881,0,"Grass"
